药物1,药物2,相互作用类型,详细描述
aripiprazole,meprednisone,药效增强,The metabolism of Aripiprazole can be increased when combined with Meprednisone.
aripiprazole,mometasone furoate,药效增强,The metabolism of Aripiprazole can be increased when combined with Mometasone furoate.
aripiprazole,istradefylline,药效减弱,The therapeutic efficacy of Istradefylline can be decreased when used in combination with Aripiprazole.
aripiprazole,temsirolimus,药效减弱,The metabolism of Temsirolimus can be decreased when combined with Aripiprazole.
aripiprazole,ponatinib,药效减弱,The metabolism of Ponatinib can be decreased when combined with Aripiprazole.
aripiprazole,dacomitinib,药效增强,The serum concentration of Aripiprazole can be increased when it is combined with Dacomitinib.
aripiprazole,imipenem,药效增强,Aripiprazole may increase the neurotoxic activities of Imipenem.
aripiprazole,bepridil,药效增强,The risk or severity of hypotension can be increased when Aripiprazole is combined with Bepridil.
aripiprazole,lonafarnib,药效减弱,The metabolism of Aripiprazole can be decreased when combined with Lonafarnib.
aripiprazole,turmeric oil,药效减弱,The metabolism of Aripiprazole can be decreased when combined with Curcumin.
aripiprazole,quercetin,药效减弱,The metabolism of Aripiprazole can be decreased when combined with Quercetin.
bepridil,ceritinib,药效增强,Bepridil may increase the bradycardic activities of Ceritinib.
bepridil,vinpocetine,药效增强,Bepridil may increase the arrhythmogenic activities of Vinpocetine.
bepridil,caroverine,药效增强,Bepridil may increase the arrhythmogenic activities of Caroverine.
bepridil,proscillaridin A,药效增强,The serum concentration of Proscillaridin can be increased when it is combined with Bepridil.
bepridil,crizotinib,药效增强,Crizotinib may increase the bradycardic activities of Bepridil.
bepridil,lenvatinib,药效增强,The risk or severity of QTc prolongation can be increased when Lenvatinib is combined with Bepridil.
bepridil,CUDC-101,药效增强,The risk or severity of QTc prolongation can be increased when CUDC-101 is combined with Bepridil.
bepridil,pazopanib,药效增强,The risk or severity of QTc prolongation can be increased when Pazopanib is combined with Bepridil.
bepridil,dabrafenib,药效减弱,The serum concentration of Bepridil can be decreased when it is combined with Dabrafenib.
bepridil,panobinostat,药效减弱,The metabolism of Bepridil can be decreased when combined with Panobinostat.
bepridil,sulfaphenazole,药效减弱,The metabolism of Bepridil can be decreased when combined with Sulfaphenazole.
bepridil,rhein,药效减弱,The metabolism of Bepridil can be decreased when combined with Rhein.
bepridil,depsipeptide,药效增强,The risk or severity of QTc prolongation can be increased when Bepridil is combined with Romidepsin.
bepridil,istradefylline,药效减弱,The metabolism of Istradefylline can be decreased when combined with Bepridil.
bepridil,everolimus,药效减弱,The metabolism of Bepridil can be decreased when combined with Everolimus.
bepridil,dacomitinib,药效减弱,The metabolism of Dacomitinib can be decreased when combined with Bepridil.
bepridil,ponatinib,药效减弱,The metabolism of Ponatinib can be decreased when combined with Bepridil.
bepridil,temsirolimus,药效减弱,The metabolism of Bepridil can be decreased when combined with Temsirolimus.
bepridil,lonafarnib,药效减弱,The metabolism of Bepridil can be decreased when combined with Lonafarnib.
bepridil,enzalutamide,药效减弱,The serum concentration of Bepridil can be decreased when it is combined with Enzalutamide.
bepridil,lumacaftor,药效增强,The metabolism of Bepridil can be increased when combined with Lumacaftor.
bepridil,ARN-509,药效减弱,The serum concentration of Bepridil can be decreased when it is combined with Apalutamide.
bepridil,turmeric oil,药效减弱,The metabolism of Bepridil can be decreased when combined with Curcumin.
desonide,INCB28060,药效减弱,The serum concentration of Capmatinib can be decreased when it is combined with Desonide.
desonide,dabrafenib,药效减弱,The serum concentration of Desonide can be decreased when it is combined with Dabrafenib.
desonide,enzalutamide,药效减弱,The serum concentration of Desonide can be decreased when it is combined with Enzalutamide.
desonide,ARN-509,药效减弱,The serum concentration of Desonide can be decreased when it is combined with Apalutamide.
cortisone acetate,pralatrexate,药效增强,The risk or severity of adverse effects can be increased when Cortisone acetate is combined with Pralatrexate.
cortisone acetate,carfilzomib,药效增强,The risk or severity of adverse effects can be increased when Cortisone acetate is combined with Carfilzomib.
cortisone acetate,meprednisone,药效增强,The risk or severity of adverse effects can be increased when Cortisone acetate is combined with Meprednisone.
cortisone acetate,deflazacort,药效增强,The risk or severity of adverse effects can be increased when Cortisone acetate is combined with Deflazacort.
cortisone acetate,mometasone furoate,药效增强,The risk or severity of adverse effects can be increased when Cortisone acetate is combined with Mometasone furoate.
cortisone acetate,belinostat,药效增强,The risk or severity of adverse effects can be increased when Cortisone acetate is combined with Belinostat.
cortisone acetate,ceritinib,药效增强,The risk or severity of hyperglycemia can be increased when Cortisone acetate is combined with Ceritinib.
cortisone acetate,seocalcitol,药效减弱,The therapeutic efficacy of Seocalcitol can be decreased when used in combination with Cortisone acetate.
cortisone acetate,cyproterone acetate,药效增强,The serum concentration of Cortisone acetate can be increased when it is combined with Cyproterone acetate.
cortisone acetate,stanozolol,药效增强,The risk or severity of fluid retention can be increased when Cortisone acetate is combined with Stanozolol.
cortisone acetate,betaine,药效减弱,The therapeutic efficacy of Betaine can be decreased when used in combination with Cortisone acetate.
cortisone acetate,NVP-BGJ398,药效增强,The metabolism of Infigratinib can be increased when combined with Cortisone acetate.
cortisone acetate,pazopanib,药效增强,The metabolism of Pazopanib can be increased when combined with Cortisone acetate.
cortisone acetate,panobinostat,药效增强,The metabolism of Panobinostat can be increased when combined with Cortisone acetate.
cortisone acetate,ponatinib,药效增强,The metabolism of Ponatinib can be increased when combined with Cortisone acetate.
cortisone acetate,cobimetinib,药效增强,The metabolism of Cobimetinib can be increased when combined with Cortisone acetate.
cortisone acetate,dacomitinib,药效增强,The metabolism of Dacomitinib can be increased when combined with Cortisone acetate.
cortisone acetate,depsipeptide,药效增强,The metabolism of Romidepsin can be increased when combined with Cortisone acetate.
cortisone acetate,crizotinib,药效增强,The metabolism of Crizotinib can be increased when combined with Cortisone acetate.
cortisone acetate,dabrafenib,药效减弱,The serum concentration of Cortisone acetate can be decreased when it is combined with Dabrafenib.
cortisone acetate,istradefylline,药效增强,The metabolism of Istradefylline can be increased when combined with Cortisone acetate.
cortisone acetate,everolimus,药效增强,The serum concentration of Cortisone acetate can be increased when it is combined with Everolimus.
cortisone acetate,temsirolimus,药效增强,The serum concentration of Cortisone acetate can be increased when it is combined with Temsirolimus.
cortisone acetate,ridaforolimus,药效增强,The serum concentration of Cortisone acetate can be increased when it is combined with Ridaforolimus.
cortisone acetate,lonafarnib,药效减弱,The metabolism of Cortisone acetate can be decreased when combined with Lonafarnib.
cortisone acetate,enzalutamide,药效减弱,The serum concentration of Cortisone acetate can be decreased when it is combined with Enzalutamide.
cortisone acetate,lumacaftor,药效增强,The metabolism of Cortisone acetate can be increased when combined with Lumacaftor.
cortisone acetate,ARN-509,药效减弱,The serum concentration of Cortisone acetate can be decreased when it is combined with Apalutamide.
cortisone acetate,turmeric oil,药效减弱,The metabolism of Cortisone acetate can be decreased when combined with Curcumin.
colchicine,carfilzomib,药效增强,The serum concentration of Colchicine can be increased when it is combined with Carfilzomib.
colchicine,elacridar,药效增强,The serum concentration of Colchicine can be increased when it is combined with Elacridar.
colchicine,tariquidar,药效增强,The serum concentration of Colchicine can be increased when it is combined with Tariquidar.
colchicine,temsirolimus,药效增强,The serum concentration of Colchicine can be increased when it is combined with Temsirolimus.
colchicine,enzalutamide,药效减弱,The serum concentration of Colchicine can be decreased when it is combined with Enzalutamide.
colchicine,ponatinib,药效增强,The serum concentration of Colchicine can be increased when it is combined with Ponatinib.
colchicine,lumacaftor,药效增强,The serum concentration of Colchicine can be increased when it is combined with Lumacaftor.
colchicine,dacomitinib,药效增强,The serum concentration of Colchicine can be increased when it is combined with Dacomitinib.
colchicine,istradefylline,药效增强,The serum concentration of Colchicine can be increased when it is combined with Istradefylline.
colchicine,favipiravir,药效增强,The serum concentration of Colchicine can be increased when it is combined with Favipiravir.
colchicine,lonafarnib,药效增强,The serum concentration of Colchicine can be increased when it is combined with Lonafarnib.
colchicine,INCB28060,药效增强,The serum concentration of Colchicine can be increased when it is combined with Capmatinib.
colchicine,cyproterone acetate,药效减弱,The metabolism of Colchicine can be decreased when combined with Cyproterone acetate.
colchicine,7-ethyl-10-hydroxycamptothecin,药效减弱,The metabolism of Colchicine can be decreased when combined with 7-ethyl-10-hydroxycamptothecin.
colchicine,ridaforolimus,药效减弱,The metabolism of Colchicine can be decreased when combined with Ridaforolimus.
colchicine,lestaurtinib,药效减弱,The metabolism of Colchicine can be decreased when combined with Lestaurtinib.
colchicine,pazopanib,药效减弱,The metabolism of Colchicine can be decreased when combined with Pazopanib.
colchicine,crizotinib,药效增强,The serum concentration of Colchicine can be increased when it is combined with Crizotinib.
colchicine,ceritinib,药效减弱,The metabolism of Colchicine can be decreased when combined with Ceritinib.
colchicine,dabrafenib,药效减弱,The metabolism of Colchicine can be decreased when combined with Dabrafenib.
colchicine,everolimus,药效增强,The serum concentration of Colchicine can be increased when it is combined with Everolimus.
colchicine,ARN-509,药效减弱,The serum concentration of Colchicine can be decreased when it is combined with Apalutamide.
colchicine,doripenem,药效减弱,Colchicine may decrease the excretion rate of Doripenem which could result in a higher serum level.
colchicine,trametinib,药效减弱,Colchicine may decrease the excretion rate of Trametinib which could result in a higher serum level.
colchicine,pralatrexate,药效减弱,Colchicine may decrease the excretion rate of Pralatrexate which could result in a higher serum level.
colchicine,isepamicin,药效减弱,Colchicine may decrease the excretion rate of Isepamicin which could result in a higher serum level.
colchicine,diiminoplatinum;glycolic acid,药效减弱,Colchicine may decrease the excretion rate of Nedaplatin which could result in a higher serum level.
colchicine,theobromine,药效增强,Theobromine may increase the excretion rate of Colchicine which could result in a lower serum level and potentially a reduction in efficacy.
colchicine,cobimetinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Colchicine.
colchicine,depsipeptide,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Colchicine.
colchicine,panobinostat,药效增强,The serum concentration of Panobinostat can be increased when it is combined with Colchicine.
colchicine,sofosbuvir,药效增强,The serum concentration of Sofosbuvir can be increased when it is combined with Colchicine.
colchicine,lenvatinib,药效增强,The serum concentration of Lenvatinib can be increased when it is combined with Colchicine.
colchicine,belinostat,药效增强,The serum concentration of Belinostat can be increased when it is combined with Colchicine.
colchicine,turmeric oil,药效增强,The serum concentration of Colchicine can be increased when it is combined with Curcumin.
theobromine,febuxostat,药效增强,The serum concentration of the active metabolites of Theobromine can be increased when Theobromine is used in combination with Febuxostat.
theobromine,cyproterone acetate,药效增强,The metabolism of Theobromine can be increased when combined with Cyproterone acetate.
theobromine,everolimus,药效减弱,The metabolism of Theobromine can be decreased when combined with Everolimus.
theobromine,ridaforolimus,药效减弱,The metabolism of Theobromine can be decreased when combined with Ridaforolimus.
theobromine,temsirolimus,药效减弱,The metabolism of Theobromine can be decreased when combined with Temsirolimus.
theobromine,vinpocetine,药效增强,Vinpocetine may increase the excretion rate of Theobromine which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,doripenem,药效增强,Theobromine may increase the excretion rate of Doripenem which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,pralatrexate,药效增强,Theobromine may increase the excretion rate of Pralatrexate which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,enzalutamide,药效增强,Theobromine may increase the excretion rate of Enzalutamide which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,trametinib,药效增强,Theobromine may increase the excretion rate of Trametinib which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,sofosbuvir,药效增强,Theobromine may increase the excretion rate of Sofosbuvir which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,ARN-509,药效增强,Theobromine may increase the excretion rate of Apalutamide which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,diiminoplatinum;glycolic acid,药效增强,Theobromine may increase the excretion rate of Nedaplatin which could result in a lower serum level and potentially a reduction in efficacy.
theobromine,belinostat,药效增强,The metabolism of Theobromine can be increased when combined with Belinostat.
theobromine,niclosamide,药效减弱,The metabolism of Theobromine can be decreased when combined with Niclosamide.
theobromine,rhein,药效减弱,The metabolism of Theobromine can be decreased when combined with Rhein.
theobromine,INCB28060,药效减弱,The metabolism of Theobromine can be decreased when combined with Capmatinib.
theobromine,pazopanib,药效减弱,The metabolism of Pazopanib can be decreased when combined with Theobromine.
theobromine,istradefylline,药效减弱,The metabolism of Istradefylline can be decreased when combined with Theobromine.
theobromine,turmeric oil,药效减弱,The metabolism of Theobromine can be decreased when combined with Curcumin.
theobromine,quercetin,药效减弱,The metabolism of Theobromine can be decreased when combined with Quercetin.
everolimus,belinostat,药效增强,The risk or severity of adverse effects can be increased when Everolimus is combined with Belinostat.
everolimus,pralatrexate,药效增强,The risk or severity of adverse effects can be increased when Everolimus is combined with Pralatrexate.
everolimus,pazopanib,药效增强,The serum concentration of Pazopanib can be increased when it is combined with Everolimus.
everolimus,crizotinib,药效减弱,The metabolism of Everolimus can be decreased when combined with Crizotinib.
everolimus,carfilzomib,药效增强,The serum concentration of Everolimus can be increased when it is combined with Carfilzomib.
everolimus,elacridar,药效增强,The serum concentration of Everolimus can be increased when it is combined with Elacridar.
everolimus,tariquidar,药效增强,The serum concentration of Everolimus can be increased when it is combined with Tariquidar.
everolimus,ponatinib,药效增强,The serum concentration of Everolimus can be increased when it is combined with Ponatinib.
everolimus,dacomitinib,药效增强,The serum concentration of Everolimus can be increased when it is combined with Dacomitinib.
everolimus,temsirolimus,药效增强,The serum concentration of Everolimus can be increased when it is combined with Temsirolimus.
everolimus,istradefylline,药效增强,The serum concentration of Everolimus can be increased when it is combined with Istradefylline.
everolimus,favipiravir,药效增强,The serum concentration of Everolimus can be increased when it is combined with Favipiravir.
everolimus,lonafarnib,药效增强,The serum concentration of Everolimus can be increased when it is combined with Lonafarnib.
everolimus,proscillaridin A,药效增强,The serum concentration of Proscillaridin can be increased when it is combined with Everolimus.
everolimus,lenvatinib,药效增强,The serum concentration of Lenvatinib can be increased when it is combined with Everolimus.
everolimus,cobimetinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Everolimus.
everolimus,panobinostat,药效增强,The serum concentration of Panobinostat can be increased when it is combined with Everolimus.
everolimus,depsipeptide,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Everolimus.
everolimus,dabrafenib,药效减弱,The serum concentration of Everolimus can be decreased when it is combined with Dabrafenib.
everolimus,mometasone furoate,药效增强,The metabolism of Everolimus can be increased when combined with Mometasone furoate.
everolimus,ceritinib,药效增强,The serum concentration of Ceritinib can be increased when it is combined with Everolimus.
everolimus,cyproterone acetate,药效减弱,The metabolism of Everolimus can be decreased when combined with Cyproterone acetate.
everolimus,ridaforolimus,药效增强,The serum concentration of Everolimus can be increased when it is combined with Ridaforolimus.
everolimus,lestaurtinib,药效增强,The serum concentration of Everolimus can be increased when it is combined with Lestaurtinib.
everolimus,7-ethyl-10-hydroxycamptothecin,药效增强,The serum concentration of Everolimus can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
everolimus,NVP-BGJ398,药效减弱,The metabolism of Everolimus can be decreased when combined with Infigratinib.
everolimus,dabigatran,药效增强,The risk or severity of bleeding can be increased when Dabigatran is combined with Everolimus.
everolimus,sofosbuvir,药效增强,The serum concentration of Sofosbuvir can be increased when it is combined with Everolimus.
everolimus,meprednisone,药效增强,The serum concentration of Meprednisone can be increased when it is combined with Everolimus.
everolimus,deflazacort,药效增强,The serum concentration of Deflazacort can be increased when it is combined with Everolimus.
everolimus,INCB28060,药效增强,The serum concentration of Everolimus can be increased when it is combined with Capmatinib.
everolimus,enzalutamide,药效增强,The metabolism of Everolimus can be increased when combined with Enzalutamide.
everolimus,lumacaftor,药效增强,The metabolism of Everolimus can be increased when combined with Lumacaftor.
everolimus,ARN-509,药效增强,The metabolism of Everolimus can be increased when combined with Apalutamide.
everolimus,turmeric oil,药效增强,The serum concentration of Everolimus can be increased when it is combined with Curcumin.
imipenem,vinpocetine,药效减弱,The therapeutic efficacy of Vinpocetine can be decreased when used in combination with Imipenem.
rolipram,vinpocetine,药效增强,The risk or severity of CNS depression can be increased when Rolipram is combined with Vinpocetine.
pregnenolone,lonafarnib,药效减弱,The metabolism of Pregnenolone can be decreased when combined with Lonafarnib.
pregnenolone,enzalutamide,药效减弱,The serum concentration of Pregnenolone can be decreased when it is combined with Enzalutamide.
pregnenolone,lumacaftor,药效增强,The metabolism of Pregnenolone can be increased when combined with Lumacaftor.
pregnenolone,ARN-509,药效减弱,The serum concentration of Pregnenolone can be decreased when it is combined with Apalutamide.
pregnenolone,turmeric oil,药效减弱,The metabolism of Pregnenolone can be decreased when combined with Curcumin.
pregnenolone,dabrafenib,药效减弱,The serum concentration of Pregnenolone can be decreased when it is combined with Dabrafenib.
quercetin,dacomitinib,药效减弱,The metabolism of Dacomitinib can be decreased when combined with Quercetin.
quercetin,camptothecin,药效减弱,Quercetin may decrease the excretion rate of Camptothecin which could result in a higher serum level.
quercetin,sofosbuvir,药效减弱,Quercetin may decrease the excretion rate of Sofosbuvir which could result in a higher serum level.
quercetin,lenvatinib,药效减弱,Quercetin may decrease the excretion rate of Lenvatinib which could result in a higher serum level.
quercetin,pralatrexate,药效减弱,Quercetin may decrease the excretion rate of Pralatrexate which could result in a higher serum level.
quercetin,enzalutamide,药效减弱,The metabolism of Enzalutamide can be decreased when combined with Quercetin.
quercetin,ARN-509,药效减弱,The metabolism of Apalutamide can be decreased when combined with Quercetin.
quercetin,istradefylline,药效减弱,The metabolism of Istradefylline can be decreased when combined with Quercetin.
quercetin,pazopanib,药效减弱,The metabolism of Pazopanib can be decreased when combined with Quercetin.
quercetin,ponatinib,药效减弱,The metabolism of Ponatinib can be decreased when combined with Quercetin.
quercetin,dabrafenib,药效减弱,The metabolism of Dabrafenib can be decreased when combined with Quercetin.
quercetin,lonafarnib,药效减弱,The metabolism of Lonafarnib can be decreased when combined with Quercetin.
quercetin,niclosamide,药效减弱,The metabolism of Niclosamide can be decreased when combined with Quercetin.
quercetin,cabozantinib,药效减弱,The metabolism of Cabozantinib can be decreased when combined with Quercetin.
seocalcitol,proscillaridin A,药效增强,The risk or severity of ventricular arrhythmias and Cardiac Arrhythmia can be increased when Seocalcitol is combined with Proscillaridin.
seocalcitol,meprednisone,药效减弱,The therapeutic efficacy of Seocalcitol can be decreased when used in combination with Meprednisone.
seocalcitol,deflazacort,药效减弱,The therapeutic efficacy of Seocalcitol can be decreased when used in combination with Deflazacort.
seocalcitol,mometasone furoate,药效减弱,The therapeutic efficacy of Seocalcitol can be decreased when used in combination with Mometasone furoate.
camptothecin,dabrafenib,药效减弱,Dabrafenib may decrease the excretion rate of Camptothecin which could result in a higher serum level.
camptothecin,dacomitinib,药效减弱,Dacomitinib may decrease the excretion rate of Camptothecin which could result in a higher serum level.
camptothecin,istradefylline,药效减弱,Istradefylline may decrease the excretion rate of Camptothecin which could result in a higher serum level.
camptothecin,elacridar,药效减弱,Elacridar may decrease the excretion rate of Camptothecin which could result in a higher serum level.
camptothecin,ponatinib,药效减弱,Ponatinib may decrease the excretion rate of Camptothecin which could result in a higher serum level.
camptothecin,ARN-509,药效减弱,The serum concentration of Camptothecin can be decreased when it is combined with Apalutamide.
camptothecin,INCB28060,药效增强,The serum concentration of Camptothecin can be increased when it is combined with Capmatinib.
camptothecin,febuxostat,药效减弱,The excretion of Camptothecin can be decreased when combined with Febuxostat.
maraviroc,lonafarnib,药效减弱,The metabolism of Maraviroc can be decreased when combined with Lonafarnib.
maraviroc,enzalutamide,药效增强,The metabolism of Maraviroc can be increased when combined with Enzalutamide.
maraviroc,lumacaftor,药效增强,The metabolism of Maraviroc can be increased when combined with Lumacaftor.
maraviroc,ARN-509,药效增强,The metabolism of Maraviroc can be increased when combined with Apalutamide.
maraviroc,turmeric oil,药效减弱,The metabolism of Maraviroc can be decreased when combined with Curcumin.
maraviroc,dabrafenib,药效减弱,The serum concentration of Maraviroc can be decreased when it is combined with Dabrafenib.
cyproterone acetate,pazopanib,药效增强,The metabolism of Pazopanib can be increased when combined with Cyproterone acetate.
cyproterone acetate,istradefylline,药效增强,The metabolism of Istradefylline can be increased when combined with Cyproterone acetate.
cyproterone acetate,meprednisone,药效增强,The serum concentration of Meprednisone can be increased when it is combined with Cyproterone acetate.
cyproterone acetate,deflazacort,药效增强,The serum concentration of Deflazacort can be increased when it is combined with Cyproterone acetate.
cyproterone acetate,mometasone furoate,药效增强,The serum concentration of Mometasone furoate can be increased when it is combined with Cyproterone acetate.
cyproterone acetate,NVP-BGJ398,药效减弱,The metabolism of Infigratinib can be decreased when combined with Cyproterone acetate.
cyproterone acetate,dabrafenib,药效减弱,The serum concentration of Cyproterone acetate can be decreased when it is combined with Dabrafenib.
cyproterone acetate,cobimetinib,药效减弱,The metabolism of Cobimetinib can be decreased when combined with Cyproterone acetate.
cyproterone acetate,ceritinib,药效减弱,The metabolism of Ceritinib can be decreased when combined with Cyproterone acetate.
cyproterone acetate,dacomitinib,药效减弱,The metabolism of Dacomitinib can be decreased when combined with Cyproterone acetate.
cyproterone acetate,temsirolimus,药效减弱,The metabolism of Temsirolimus can be decreased when combined with Cyproterone acetate.
cyproterone acetate,panobinostat,药效减弱,The metabolism of Panobinostat can be decreased when combined with Cyproterone acetate.
cyproterone acetate,crizotinib,药效减弱,The metabolism of Crizotinib can be decreased when combined with Cyproterone acetate.
cyproterone acetate,ponatinib,药效减弱,The metabolism of Ponatinib can be decreased when combined with Cyproterone acetate.
cyproterone acetate,depsipeptide,药效减弱,The metabolism of Romidepsin can be decreased when combined with Cyproterone acetate.
cyproterone acetate,vinpocetine,药效增强,The metabolism of Cyproterone acetate can be increased when combined with Vinpocetine.
cyproterone acetate,dabigatran,药效增强,The risk or severity of adverse effects can be increased when Cyproterone acetate is combined with Dabigatran.
cyproterone acetate,lonafarnib,药效减弱,The metabolism of Cyproterone acetate can be decreased when combined with Lonafarnib.
cyproterone acetate,enzalutamide,药效减弱,The serum concentration of Cyproterone acetate can be decreased when it is combined with Enzalutamide.
cyproterone acetate,lumacaftor,药效减弱,The serum concentration of Cyproterone acetate can be decreased when it is combined with Lumacaftor.
cyproterone acetate,ARN-509,药效减弱,The serum concentration of Cyproterone acetate can be decreased when it is combined with Apalutamide.
cyproterone acetate,turmeric oil,药效减弱,The metabolism of Cyproterone acetate can be decreased when combined with Curcumin.
febuxostat,pazopanib,药效减弱,The excretion of Pazopanib can be decreased when combined with Febuxostat.
febuxostat,pralatrexate,药效减弱,The excretion of Pralatrexate can be decreased when combined with Febuxostat.
febuxostat,ponatinib,药效减弱,The excretion of Ponatinib can be decreased when combined with Febuxostat.
febuxostat,dabrafenib,药效减弱,The excretion of Dabrafenib can be decreased when combined with Febuxostat.
febuxostat,sofosbuvir,药效减弱,The excretion of Sofosbuvir can be decreased when combined with Febuxostat.
febuxostat,lenvatinib,药效减弱,The excretion of Lenvatinib can be decreased when combined with Febuxostat.
febuxostat,dacomitinib,药效减弱,The excretion of Dacomitinib can be decreased when combined with Febuxostat.
homoharringtonine,dabigatran,药效增强,The risk or severity of bleeding can be increased when Dabigatran is combined with Omacetaxine mepesuccinate.
elacridar,pazopanib,药效增强,The serum concentration of Pazopanib can be increased when it is combined with Elacridar.
elacridar,pralatrexate,药效减弱,Elacridar may decrease the excretion rate of Pralatrexate which could result in a higher serum level.
elacridar,ponatinib,药效减弱,Elacridar may decrease the excretion rate of Ponatinib which could result in a higher serum level.
elacridar,belinostat,药效增强,The serum concentration of Belinostat can be increased when it is combined with Elacridar.
elacridar,sofosbuvir,药效减弱,Elacridar may decrease the excretion rate of Sofosbuvir which could result in a higher serum level.
elacridar,lenvatinib,药效减弱,Elacridar may decrease the excretion rate of Lenvatinib which could result in a higher serum level.
elacridar,temsirolimus,药效增强,The serum concentration of Temsirolimus can be increased when it is combined with Elacridar.
elacridar,dacomitinib,药效增强,The serum concentration of Dacomitinib can be increased when it is combined with Elacridar.
elacridar,cobimetinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Elacridar.
elacridar,depsipeptide,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Elacridar.
elacridar,panobinostat,药效增强,The serum concentration of Panobinostat can be increased when it is combined with Elacridar.
elacridar,crizotinib,药效增强,The serum concentration of Crizotinib can be increased when it is combined with Elacridar.
elacridar,dabrafenib,药效增强,The serum concentration of Dabrafenib can be increased when it is combined with Elacridar.
elacridar,ceritinib,药效增强,The serum concentration of Ceritinib can be increased when it is combined with Elacridar.
elacridar,carfilzomib,药效增强,The serum concentration of Carfilzomib can be increased when it is combined with Elacridar.
belinostat,temsirolimus,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Temsirolimus.
belinostat,panobinostat,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Panobinostat.
belinostat,pralatrexate,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Pralatrexate.
belinostat,carfilzomib,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Carfilzomib.
belinostat,ponatinib,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Ponatinib.
belinostat,meprednisone,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Meprednisone.
belinostat,deflazacort,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Deflazacort.
belinostat,mometasone furoate,药效增强,The risk or severity of adverse effects can be increased when Belinostat is combined with Mometasone furoate.
belinostat,lumacaftor,药效减弱,The serum concentration of Belinostat can be decreased when it is combined with Lumacaftor.
belinostat,ARN-509,药效减弱,The serum concentration of Belinostat can be decreased when it is combined with Apalutamide.
belinostat,tariquidar,药效增强,The serum concentration of Belinostat can be increased when it is combined with Tariquidar.
belinostat,favipiravir,药效增强,The serum concentration of Belinostat can be increased when it is combined with Favipiravir.
belinostat,crizotinib,药效增强,The serum concentration of Belinostat can be increased when it is combined with Crizotinib.
belinostat,istradefylline,药效增强,The serum concentration of Belinostat can be increased when it is combined with Istradefylline.
belinostat,lonafarnib,药效增强,The serum concentration of Belinostat can be increased when it is combined with Lonafarnib.
belinostat,INCB28060,药效增强,The serum concentration of Belinostat can be increased when it is combined with Capmatinib.
belinostat,pazopanib,药效减弱,The metabolism of Belinostat can be decreased when combined with Pazopanib.
belinostat,dacomitinib,药效减弱,The metabolism of Belinostat can be decreased when combined with Dacomitinib.
belinostat,dabigatran,药效增强,The risk or severity of bleeding can be increased when Dabigatran is combined with Belinostat.
belinostat,cobimetinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Belinostat.
belinostat,dabrafenib,药效减弱,The metabolism of Belinostat can be decreased when combined with Dabrafenib.
belinostat,ceritinib,药效增强,The serum concentration of Ceritinib can be increased when it is combined with Belinostat.
belinostat,depsipeptide,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Belinostat.
belinostat,sofosbuvir,药效增强,The serum concentration of Sofosbuvir can be increased when it is combined with Belinostat.
belinostat,lenvatinib,药效增强,The serum concentration of Lenvatinib can be increased when it is combined with Belinostat.
belinostat,turmeric oil,药效增强,The serum concentration of Belinostat can be increased when it is combined with Curcumin.
cobimetinib,lumacaftor,药效减弱,The serum concentration of Cobimetinib can be decreased when it is combined with Lumacaftor.
cobimetinib,crizotinib,药效减弱,The metabolism of Cobimetinib can be decreased when combined with Crizotinib.
cobimetinib,ARN-509,药效减弱,The serum concentration of Cobimetinib can be decreased when it is combined with Apalutamide.
cobimetinib,tariquidar,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Tariquidar.
cobimetinib,ponatinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Ponatinib.
cobimetinib,dacomitinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Dacomitinib.
cobimetinib,enzalutamide,药效减弱,The serum concentration of Cobimetinib can be decreased when it is combined with Enzalutamide.
cobimetinib,temsirolimus,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Temsirolimus.
cobimetinib,istradefylline,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Istradefylline.
